version,topology,query_type,index_size,timeout_ms,iter,observed_ms,timed_out,error,server_mean_ms
old,sa,SEARCH,500000,50,0,51.205,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,1,50.769,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,2,50.856,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,3,81.677,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,4,82.098,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,5,50.701,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,6,81.405,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,7,50.833,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,8,78.372,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,9,81.768,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,10,50.824,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,11,78.868,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,12,78.600,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,13,50.744,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,14,50.830,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,15,78.733,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,16,78.411,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,17,50.810,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,18,50.842,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,19,50.840,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,20,79.243,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,21,50.754,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,22,79.270,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,23,50.969,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,24,50.911,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,25,78.987,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,26,78.326,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,27,78.851,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,28,78.803,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,29,78.232,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,30,50.905,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,31,50.948,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,32,50.806,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,33,50.853,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,34,50.979,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,35,50.930,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,36,50.863,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,37,50.734,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,38,51.045,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,39,50.866,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,40,50.857,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,41,50.836,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,42,78.244,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,43,77.623,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,44,77.959,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,45,77.807,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,46,78.802,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,47,51.141,1,Timeout limit was reached,62.549
old,sa,SEARCH,500000,50,48,51.053,1,Timeout limit was reached,62.549
